hour,LINK_Price,DPI_Price,UNI_Price
2024-12-06 14:00:00+00:00,23.02,154.99,16.19
2024-12-06 15:00:00+00:00,23.13,156.74,16.37
2024-12-06 16:00:00+00:00,23.42,158.88,16.96
2024-12-06 17:00:00+00:00,23.92,162.36,16.76
2024-12-06 18:00:00+00:00,23.87,154.69,16.88
2024-12-06 19:00:00+00:00,24.26,163.25,17.12
2024-12-06 20:00:00+00:00,24.47,166.92,17.52
2024-12-06 21:00:00+00:00,24.87,166.65,17.97
2024-12-06 22:00:00+00:00,25.08,164.52,18.13
2024-12-06 23:00:00+00:00,25.09,162.78,17.94
2024-12-07 00:00:00+00:00,25.45,165.84,17.59
2024-12-07 01:00:00+00:00,25.76,165.84,17.62
2024-12-07 02:00:00+00:00,25.34,164.3,17.67
2024-12-07 03:00:00+00:00,25.49,163.96,17.59
2024-12-07 04:00:00+00:00,25.87,160.56,17.61
2024-12-07 05:00:00+00:00,26.6,162.97,17.9
2024-12-07 06:00:00+00:00,25.9,168.56,17.99
2024-12-07 07:00:00+00:00,25.73,169.63,18.09
2024-12-07 08:00:00+00:00,26.01,168.95,18.02
2024-12-07 09:00:00+00:00,25.39,169.07,18.27
2024-12-07 10:00:00+00:00,25.29,167.26,18.07
2024-12-07 11:00:00+00:00,25.14,169.42,17.91
2024-12-07 12:00:00+00:00,24.84,165.15,17.47
2024-12-07 13:00:00+00:00,25.02,164.74,17.52
2024-12-07 14:00:00+00:00,24.98,164.63,17.37
2024-12-07 15:00:00+00:00,25.02,163.99,17.42
2024-12-07 16:00:00+00:00,24.98,163.89,17.5
2024-12-07 17:00:00+00:00,24.91,164.23,17.58
2024-12-07 18:00:00+00:00,24.76,163.89,17.54
2024-12-07 19:00:00+00:00,24.69,163.73,17.31
2024-12-07 20:00:00+00:00,24.87,164.07,17.52
2024-12-07 21:00:00+00:00,24.81,164.21,17.73
2024-12-07 22:00:00+00:00,24.79,164.51,17.73
2024-12-07 23:00:00+00:00,24.79,181.15,17.87
2024-12-08 00:00:00+00:00,24.78,165.09,17.94
2024-12-08 01:00:00+00:00,24.8,165.51,18.19
2024-12-08 02:00:00+00:00,24.9,166.74,18.26
2024-12-08 03:00:00+00:00,24.82,165.46,18.06
2024-12-08 04:00:00+00:00,24.86,165.75,17.82
2024-12-08 05:00:00+00:00,24.81,169.76,17.74
2024-12-08 06:00:00+00:00,24.79,161.68,17.58
2024-12-08 07:00:00+00:00,24.91,162.91,17.64
2024-12-08 08:00:00+00:00,25.38,162.5,17.96
2024-12-08 09:00:00+00:00,25.33,163.42,18.27
2024-12-08 10:00:00+00:00,25.55,164.23,18.24
2024-12-08 11:00:00+00:00,25.37,163.81,18.59
2024-12-08 12:00:00+00:00,25.91,164.95,18.66
2024-12-08 13:00:00+00:00,26.41,165.89,18.75
2024-12-08 14:00:00+00:00,27.26,166.52,19.02
2024-12-08 15:00:00+00:00,26.65,166.68,19.11
2024-12-08 16:00:00+00:00,26.33,165.92,18.75
2024-12-08 17:00:00+00:00,26.12,166.08,18.75
2024-12-08 18:00:00+00:00,25.81,164.32,18.31
2024-12-08 19:00:00+00:00,25.92,163.99,18.31
2024-12-08 20:00:00+00:00,25.63,162.69,18.46
2024-12-08 21:00:00+00:00,25.87,162.75,18.42
2024-12-08 22:00:00+00:00,25.85,162.84,18.33
2024-12-08 23:00:00+00:00,26.12,162.67,18.44
2024-12-09 00:00:00+00:00,26.17,164.62,18.49
2024-12-09 01:00:00+00:00,26.26,164.35,18.71
2024-12-09 02:00:00+00:00,26.46,163.93,18.55
2024-12-09 03:00:00+00:00,26.01,162.71,18.31
2024-12-09 04:00:00+00:00,26.62,163.34,18.17
2024-12-09 05:00:00+00:00,26.36,160.65,18.02
2024-12-09 06:00:00+00:00,26.63,160.76,18.03
2024-12-09 07:00:00+00:00,26.78,161.29,18.05
2024-12-09 08:00:00+00:00,26.32,160.26,17.92
2024-12-09 09:00:00+00:00,26.25,158.64,17.86
2024-12-09 10:00:00+00:00,25.42,156.11,17.38
2024-12-09 11:00:00+00:00,25.23,155.14,17.47
2024-12-09 12:00:00+00:00,25.24,155.98,17.52
2024-12-09 13:00:00+00:00,24.69,153.94,17.06
2024-12-09 14:00:00+00:00,24.7,153.53,16.97
2024-12-09 15:00:00+00:00,25.24,156.0,17.41
2024-12-09 16:00:00+00:00,24.98,154.72,17.51
2024-12-09 17:00:00+00:00,24.38,152.42,17.07
2024-12-09 18:00:00+00:00,24.13,156.01,17.11
2024-12-09 19:00:00+00:00,23.91,153.79,16.94
2024-12-09 20:00:00+00:00,23.83,153.6,16.91
2024-12-09 21:00:00+00:00,23.69,153.44,16.72
2024-12-09 22:00:00+00:00,22.74,141.19,16.01
2024-12-09 23:00:00+00:00,21.17,138.97,15.64
2024-12-10 00:00:00+00:00,22.17,139.95,15.54
2024-12-10 01:00:00+00:00,22.31,146.49,16.07
2024-12-10 02:00:00+00:00,22.19,150.76,16.52
2024-12-10 03:00:00+00:00,22.33,149.09,16.47
2024-12-10 04:00:00+00:00,21.67,146.72,16.03
2024-12-10 05:00:00+00:00,21.55,144.22,15.78
2024-12-10 06:00:00+00:00,21.92,144.95,15.42
2024-12-10 07:00:00+00:00,22.95,145.32,15.43
2024-12-10 08:00:00+00:00,22.91,147.29,15.75
2024-12-10 09:00:00+00:00,22.88,146.84,15.59
2024-12-10 10:00:00+00:00,23.16,147.74,15.68
2024-12-10 11:00:00+00:00,23.25,147.37,15.76
2024-12-10 12:00:00+00:00,23.57,149.52,16.25
2024-12-10 13:00:00+00:00,22.9,150.69,16.11
2024-12-10 14:00:00+00:00,22.35,147.49,15.47
2024-12-10 15:00:00+00:00,23.13,148.07,15.72
2024-12-10 16:00:00+00:00,22.71,147.94,15.55
2024-12-10 17:00:00+00:00,21.56,142.54,14.8
2024-12-10 18:00:00+00:00,21.39,140.17,14.92
2024-12-10 19:00:00+00:00,20.79,138.42,14.31
2024-12-10 20:00:00+00:00,21.0,139.52,14.46
2024-12-10 21:00:00+00:00,21.65,141.1,14.84
2024-12-10 22:00:00+00:00,21.85,142.23,14.92
2024-12-10 23:00:00+00:00,21.92,141.14,15.13
2024-12-11 00:00:00+00:00,22.31,142.66,15.23
2024-12-11 01:00:00+00:00,22.23,141.91,15.23
2024-12-11 02:00:00+00:00,21.88,141.32,15.17
2024-12-11 03:00:00+00:00,21.34,140.5,14.93
2024-12-11 04:00:00+00:00,22.07,143.1,15.47
2024-12-11 05:00:00+00:00,22.36,143.16,15.7
2024-12-11 06:00:00+00:00,22.6,143.26,15.77
2024-12-11 07:00:00+00:00,22.35,142.93,15.59
2024-12-11 08:00:00+00:00,22.32,143.67,15.55
2024-12-11 09:00:00+00:00,22.31,145.32,15.29
2024-12-11 10:00:00+00:00,22.72,146.82,15.68
2024-12-11 11:00:00+00:00,22.69,147.11,15.57
2024-12-11 12:00:00+00:00,22.68,147.27,15.49
2024-12-11 13:00:00+00:00,22.78,147.44,15.65
2024-12-11 14:00:00+00:00,23.18,148.06,15.82
2024-12-11 15:00:00+00:00,23.39,148.7,16.39
2024-12-11 16:00:00+00:00,24.13,149.39,16.59
2024-12-11 17:00:00+00:00,23.94,155.38,16.98
2024-12-11 18:00:00+00:00,23.9,155.43,17.05
2024-12-11 19:00:00+00:00,23.64,154.54,16.97
2024-12-11 20:00:00+00:00,23.66,154.72,17.16
2024-12-11 21:00:00+00:00,23.8,155.39,17.06
2024-12-11 22:00:00+00:00,23.74,155.94,17.01
2024-12-11 23:00:00+00:00,23.97,155.98,16.98
2024-12-12 00:00:00+00:00,24.1,155.8,16.97
2024-12-12 01:00:00+00:00,24.03,162.98,17.06
2024-12-12 02:00:00+00:00,24.02,156.35,17.03
2024-12-12 03:00:00+00:00,24.65,157.58,16.94
2024-12-12 04:00:00+00:00,25.7,162.28,17.4
2024-12-12 05:00:00+00:00,27.46,161.08,18.21
2024-12-12 06:00:00+00:00,27.86,163.74,18.15
2024-12-12 07:00:00+00:00,28.53,166.4,18.68
2024-12-12 08:00:00+00:00,29.14,171.58,18.65
2024-12-12 09:00:00+00:00,28.81,171.57,18.39
2024-12-12 10:00:00+00:00,28.77,171.55,18.58
2024-12-12 11:00:00+00:00,28.39,173.15,18.53
2024-12-12 12:00:00+00:00,27.89,173.16,18.54
2024-12-12 13:00:00+00:00,27.75,175.57,18.39
2024-12-12 14:00:00+00:00,28.05,176.96,18.72
2024-12-12 15:00:00+00:00,27.89,176.28,18.42
2024-12-12 16:00:00+00:00,28.16,177.42,18.35
2024-12-12 17:00:00+00:00,28.34,177.95,18.16
2024-12-12 18:00:00+00:00,28.1,168.38,18.04
2024-12-12 19:00:00+00:00,28.37,177.28,18.18
2024-12-12 20:00:00+00:00,27.67,175.94,18.03
2024-12-12 21:00:00+00:00,27.21,171.22,17.69
2024-12-12 22:00:00+00:00,28.04,170.02,17.74
2024-12-12 23:00:00+00:00,28.23,164.78,17.68
2024-12-13 00:00:00+00:00,28.74,164.1,17.58
2024-12-13 01:00:00+00:00,29.0,164.64,17.63
2024-12-13 02:00:00+00:00,29.15,164.61,17.73
2024-12-13 03:00:00+00:00,29.47,160.03,17.46
2024-12-13 04:00:00+00:00,30.52,156.63,18.02
2024-12-13 05:00:00+00:00,29.98,164.35,17.9
2024-12-13 06:00:00+00:00,29.48,165.78,17.77
2024-12-13 07:00:00+00:00,29.5,174.26,17.56
2024-12-13 08:00:00+00:00,29.22,172.87,17.43
2024-12-13 09:00:00+00:00,29.04,171.07,17.36
2024-12-13 10:00:00+00:00,28.71,171.14,17.38
2024-12-13 11:00:00+00:00,28.49,170.69,17.32
2024-12-13 12:00:00+00:00,28.73,172.19,17.42
2024-12-13 13:00:00+00:00,28.39,172.55,17.38
2024-12-13 14:00:00+00:00,28.34,172.69,17.39
2024-12-13 15:00:00+00:00,28.35,172.01,17.34
2024-12-13 16:00:00+00:00,28.18,171.6,17.28
2024-12-13 17:00:00+00:00,27.63,169.63,17.02
2024-12-13 18:00:00+00:00,28.13,170.08,17.26
2024-12-13 19:00:00+00:00,28.09,170.98,17.25
2024-12-13 20:00:00+00:00,27.93,169.99,17.18
2024-12-13 21:00:00+00:00,28.11,170.39,17.31
2024-12-13 22:00:00+00:00,28.04,169.91,17.37
2024-12-13 23:00:00+00:00,27.89,170.56,17.36
2024-12-14 00:00:00+00:00,28.39,170.27,17.21
2024-12-14 01:00:00+00:00,30.01,171.33,17.42
2024-12-14 02:00:00+00:00,29.84,165.27,17.41
2024-12-14 03:00:00+00:00,29.83,174.46,17.68
2024-12-14 04:00:00+00:00,29.12,174.21,17.31
2024-12-14 05:00:00+00:00,29.34,173.31,17.24
2024-12-14 06:00:00+00:00,29.63,172.96,17.27
2024-12-14 07:00:00+00:00,29.34,173.23,17.25
2024-12-14 08:00:00+00:00,29.56,163.8,17.32
2024-12-14 09:00:00+00:00,29.59,173.3,17.2
2024-12-14 10:00:00+00:00,29.86,173.53,17.27
2024-12-14 11:00:00+00:00,30.16,173.04,17.2
2024-12-14 12:00:00+00:00,30.17,161.82,17.26
2024-12-14 13:00:00+00:00,29.84,162.24,17.22
2024-12-14 14:00:00+00:00,29.26,161.35,16.83
2024-12-14 15:00:00+00:00,29.13,167.58,16.52
2024-12-14 16:00:00+00:00,30.23,161.77,16.89
2024-12-14 17:00:00+00:00,30.46,168.65,16.81
2024-12-14 18:00:00+00:00,30.08,161.57,16.68
2024-12-14 19:00:00+00:00,29.61,166.5,16.67
2024-12-14 20:00:00+00:00,29.1,165.99,16.67
2024-12-14 21:00:00+00:00,29.21,166.71,16.75
2024-12-14 22:00:00+00:00,29.1,166.65,16.53
2024-12-14 23:00:00+00:00,29.23,166.89,16.79
2024-12-15 00:00:00+00:00,29.49,170.88,16.87
2024-12-15 01:00:00+00:00,29.08,170.66,16.77
2024-12-15 02:00:00+00:00,28.69,170.69,16.56
2024-12-15 03:00:00+00:00,29.3,174.49,16.99
2024-12-15 04:00:00+00:00,29.41,174.64,16.9
2024-12-15 05:00:00+00:00,29.26,171.49,16.6
2024-12-15 06:00:00+00:00,29.32,173.06,16.76
2024-12-15 07:00:00+00:00,29.43,173.55,16.71
2024-12-15 08:00:00+00:00,29.11,171.1,16.46
2024-12-15 09:00:00+00:00,28.69,168.65,16.28
2024-12-15 10:00:00+00:00,28.82,169.17,16.5
2024-12-15 11:00:00+00:00,28.81,170.18,16.56
2024-12-15 12:00:00+00:00,28.91,169.89,16.53
2024-12-15 13:00:00+00:00,28.64,170.1,16.61
2024-12-15 14:00:00+00:00,28.48,169.67,16.67
2024-12-15 15:00:00+00:00,28.87,171.5,16.76
2024-12-15 16:00:00+00:00,28.91,172.64,16.95
2024-12-15 17:00:00+00:00,29.15,174.64,16.99
2024-12-15 18:00:00+00:00,29.38,176.15,16.89
2024-12-15 19:00:00+00:00,29.21,174.22,16.74
2024-12-15 20:00:00+00:00,28.83,172.08,16.66
2024-12-15 21:00:00+00:00,28.99,172.63,16.8
2024-12-15 22:00:00+00:00,28.79,172.12,16.7
2024-12-15 23:00:00+00:00,28.22,170.53,16.57
2024-12-16 00:00:00+00:00,28.61,172.99,16.59
2024-12-16 01:00:00+00:00,29.43,177.94,17.13
2024-12-16 02:00:00+00:00,29.34,179.14,17.31
2024-12-16 03:00:00+00:00,29.23,181.06,17.32
2024-12-16 04:00:00+00:00,28.58,178.37,16.86
2024-12-16 05:00:00+00:00,28.59,176.06,16.6
2024-12-16 06:00:00+00:00,28.54,176.93,16.69
2024-12-16 07:00:00+00:00,29.08,176.7,16.7
2024-12-16 08:00:00+00:00,28.96,189.54,16.58
2024-12-16 09:00:00+00:00,29.28,177.18,16.71
2024-12-16 10:00:00+00:00,29.26,175.24,16.53
2024-12-16 11:00:00+00:00,29.84,176.16,16.48
2024-12-16 12:00:00+00:00,30.45,175.19,16.48
2024-12-16 13:00:00+00:00,29.97,174.24,16.33
2024-12-16 14:00:00+00:00,29.7,174.03,16.34
2024-12-16 15:00:00+00:00,29.47,173.49,16.31
2024-12-16 16:00:00+00:00,30.1,175.18,16.61
2024-12-16 17:00:00+00:00,30.33,174.41,16.5
2024-12-16 18:00:00+00:00,29.5,175.25,16.65
2024-12-16 19:00:00+00:00,29.45,177.44,16.88
2024-12-16 20:00:00+00:00,29.66,177.42,17.19
2024-12-16 21:00:00+00:00,29.71,178.32,16.82
2024-12-16 22:00:00+00:00,29.66,177.61,16.6
2024-12-16 23:00:00+00:00,29.08,176.6,16.55
2024-12-17 00:00:00+00:00,29.08,174.73,16.45
2024-12-17 01:00:00+00:00,28.84,173.77,16.29
2024-12-17 02:00:00+00:00,28.6,172.43,15.99
2024-12-17 03:00:00+00:00,28.64,172.82,16.03
2024-12-17 04:00:00+00:00,28.72,174.39,16.04
2024-12-17 05:00:00+00:00,28.48,174.47,16.09
2024-12-17 06:00:00+00:00,28.35,171.54,15.96
2024-12-17 07:00:00+00:00,28.46,171.97,15.97
2024-12-17 08:00:00+00:00,28.32,171.73,15.91
2024-12-17 09:00:00+00:00,28.14,171.36,15.85
2024-12-17 10:00:00+00:00,28.33,171.13,16.01
2024-12-17 11:00:00+00:00,28.72,175.98,16.17
2024-12-17 12:00:00+00:00,28.42,171.21,16.22
2024-12-17 13:00:00+00:00,28.35,170.66,16.3
2024-12-17 14:00:00+00:00,28.43,172.06,16.37
2024-12-17 15:00:00+00:00,28.5,171.77,16.34
2024-12-17 16:00:00+00:00,28.18,172.47,16.23
2024-12-17 17:00:00+00:00,27.58,173.53,15.7
2024-12-17 18:00:00+00:00,28.11,167.95,16.19
2024-12-17 19:00:00+00:00,28.12,169.37,16.28
2024-12-17 20:00:00+00:00,27.73,167.32,16.02
2024-12-17 21:00:00+00:00,27.79,165.53,16.08
2024-12-17 22:00:00+00:00,28.14,166.91,16.37
2024-12-17 23:00:00+00:00,28.21,167.43,16.45
2024-12-18 00:00:00+00:00,27.85,166.12,16.31
2024-12-18 01:00:00+00:00,27.76,165.34,16.25
2024-12-18 02:00:00+00:00,27.84,165.46,16.46
2024-12-18 03:00:00+00:00,27.92,166.65,16.13
2024-12-18 04:00:00+00:00,28.04,165.68,16.3
2024-12-18 05:00:00+00:00,27.72,164.97,16.41
2024-12-18 06:00:00+00:00,26.99,163.76,16.08
2024-12-18 07:00:00+00:00,27.39,165.91,16.41
2024-12-18 08:00:00+00:00,27.09,165.75,16.57
2024-12-18 09:00:00+00:00,27.17,166.71,16.34
2024-12-18 10:00:00+00:00,26.97,165.6,16.21
2024-12-18 11:00:00+00:00,27.34,166.6,16.48
2024-12-18 12:00:00+00:00,27.66,167.98,16.25
2024-12-18 13:00:00+00:00,27.83,168.18,16.41
2024-12-18 14:00:00+00:00,27.13,165.72,15.86
2024-12-18 15:00:00+00:00,27.05,163.99,15.76
2024-12-18 16:00:00+00:00,27.09,163.51,15.67
2024-12-18 17:00:00+00:00,27.08,163.69,15.68
2024-12-18 18:00:00+00:00,27.49,164.88,15.65
2024-12-18 19:00:00+00:00,27.69,165.26,15.77
2024-12-18 20:00:00+00:00,27.64,164.96,15.82
2024-12-18 21:00:00+00:00,27.02,161.98,15.47
2024-12-18 22:00:00+00:00,25.95,159.89,15.18
2024-12-18 23:00:00+00:00,25.64,158.83,15.03
2024-12-19 00:00:00+00:00,25.66,158.7,14.96
2024-12-19 01:00:00+00:00,24.92,155.17,14.79
2024-12-19 02:00:00+00:00,25.02,154.89,14.77
2024-12-19 03:00:00+00:00,24.67,154.21,14.44
2024-12-19 04:00:00+00:00,24.69,152.34,14.25
2024-12-19 05:00:00+00:00,24.8,155.18,14.62
2024-12-19 06:00:00+00:00,24.58,155.23,14.58
2024-12-19 07:00:00+00:00,24.65,156.0,14.57
2024-12-19 08:00:00+00:00,24.64,155.36,14.56
2024-12-19 09:00:00+00:00,24.89,156.71,14.65
2024-12-19 10:00:00+00:00,24.65,155.75,14.48
2024-12-19 11:00:00+00:00,24.88,154.55,14.66
2024-12-19 12:00:00+00:00,25.43,157.09,14.98
2024-12-19 13:00:00+00:00,25.21,157.56,15.01
2024-12-19 14:00:00+00:00,24.88,156.09,14.88
2024-12-19 15:00:00+00:00,24.76,154.62,14.92
2024-12-19 16:00:00+00:00,23.95,154.28,15.05
2024-12-19 17:00:00+00:00,24.11,161.47,14.68
2024-12-19 18:00:00+00:00,24.16,162.61,14.47
2024-12-19 19:00:00+00:00,22.48,141.59,13.81
2024-12-19 20:00:00+00:00,22.84,141.69,13.46
2024-12-19 21:00:00+00:00,22.06,137.31,12.98
2024-12-19 22:00:00+00:00,22.42,136.79,13.03
2024-12-19 23:00:00+00:00,22.99,141.42,13.36
2024-12-20 00:00:00+00:00,23.15,141.8,13.34
2024-12-20 01:00:00+00:00,22.74,140.73,12.82
2024-12-20 02:00:00+00:00,23.15,140.24,12.86
2024-12-20 03:00:00+00:00,22.9,139.73,12.79
2024-12-20 04:00:00+00:00,23.52,143.08,13.16
2024-12-20 05:00:00+00:00,23.19,141.57,13.12
2024-12-20 06:00:00+00:00,23.1,140.29,13.01
2024-12-20 07:00:00+00:00,22.84,138.53,12.82
2024-12-20 08:00:00+00:00,22.94,135.24,12.58
2024-12-20 09:00:00+00:00,22.68,137.21,12.75
2024-12-20 10:00:00+00:00,21.53,131.81,12.08
2024-12-20 11:00:00+00:00,21.53,129.96,11.95
2024-12-20 12:00:00+00:00,20.76,126.38,11.6
2024-12-20 13:00:00+00:00,20.25,123.42,11.32
2024-12-20 14:00:00+00:00,21.19,128.99,11.88
2024-12-20 15:00:00+00:00,21.8,133.09,12.01
2024-12-20 16:00:00+00:00,22.52,133.99,12.13
2024-12-20 17:00:00+00:00,22.66,137.33,12.55
2024-12-20 18:00:00+00:00,22.45,138.78,12.43
2024-12-20 19:00:00+00:00,22.79,142.35,12.81
2024-12-20 20:00:00+00:00,22.97,144.14,12.91
2024-12-20 21:00:00+00:00,23.38,148.64,13.3
2024-12-20 22:00:00+00:00,22.84,148.74,13.32
2024-12-20 23:00:00+00:00,23.26,147.79,13.43
2024-12-21 00:00:00+00:00,23.39,149.56,13.7
2024-12-21 01:00:00+00:00,23.22,150.58,13.69
2024-12-21 02:00:00+00:00,23.25,150.13,13.46
2024-12-21 03:00:00+00:00,23.37,149.77,13.64
2024-12-21 04:00:00+00:00,23.42,151.54,13.84
2024-12-21 05:00:00+00:00,23.14,150.13,13.78
2024-12-21 06:00:00+00:00,23.51,152.75,14.16
2024-12-21 07:00:00+00:00,24.09,155.0,14.58
2024-12-21 08:00:00+00:00,24.44,155.74,14.61
2024-12-21 09:00:00+00:00,24.42,154.61,14.56
2024-12-21 10:00:00+00:00,24.12,152.89,14.23
2024-12-21 11:00:00+00:00,23.97,152.51,14.08
2024-12-21 12:00:00+00:00,24.02,152.07,13.99
2024-12-21 13:00:00+00:00,23.84,150.03,13.91
2024-12-21 14:00:00+00:00,23.13,144.83,13.53
2024-12-21 15:00:00+00:00,22.76,144.49,13.4
2024-12-21 16:00:00+00:00,22.86,144.1,13.33
2024-12-21 17:00:00+00:00,22.93,144.38,13.59
2024-12-21 18:00:00+00:00,22.56,141.16,13.36
2024-12-21 19:00:00+00:00,22.66,142.56,13.39
2024-12-21 20:00:00+00:00,22.08,141.7,13.31
2024-12-21 21:00:00+00:00,22.09,141.31,13.3
2024-12-21 22:00:00+00:00,22.19,141.45,13.45
2024-12-21 23:00:00+00:00,22.05,140.26,13.29
2024-12-22 00:00:00+00:00,22.07,140.5,13.34
2024-12-22 01:00:00+00:00,22.12,139.37,13.37
2024-12-22 02:00:00+00:00,22.31,141.58,13.55
2024-12-22 03:00:00+00:00,22.17,141.2,13.62
2024-12-22 04:00:00+00:00,22.11,141.83,13.7
2024-12-22 05:00:00+00:00,22.1,141.24,13.78
2024-12-22 06:00:00+00:00,21.83,140.1,13.49
2024-12-22 07:00:00+00:00,22.04,139.16,13.55
2024-12-22 08:00:00+00:00,22.05,140.76,13.63
2024-12-22 09:00:00+00:00,21.93,139.8,13.52
2024-12-22 10:00:00+00:00,22.26,142.83,13.76
2024-12-22 11:00:00+00:00,22.57,145.18,13.99
2024-12-22 12:00:00+00:00,22.64,145.89,14.19
2024-12-22 13:00:00+00:00,22.47,144.39,14.11
2024-12-22 14:00:00+00:00,22.46,144.59,14.03
2024-12-22 15:00:00+00:00,22.39,141.89,14.01
2024-12-22 16:00:00+00:00,21.66,139.71,13.59
2024-12-22 17:00:00+00:00,22.02,140.23,13.96
2024-12-22 18:00:00+00:00,22.16,142.75,14.08
2024-12-22 19:00:00+00:00,22.16,142.84,14.12
2024-12-22 20:00:00+00:00,22.3,144.55,14.01
2024-12-22 21:00:00+00:00,21.67,141.4,13.65
2024-12-22 22:00:00+00:00,21.93,142.78,13.87
2024-12-22 23:00:00+00:00,22.21,144.76,13.96
2024-12-23 00:00:00+00:00,22.06,143.43,13.87
2024-12-23 01:00:00+00:00,22.03,144.02,13.85
2024-12-23 02:00:00+00:00,21.83,142.0,13.69
2024-12-23 03:00:00+00:00,22.09,143.74,13.72
2024-12-23 04:00:00+00:00,22.16,143.74,13.7
2024-12-23 05:00:00+00:00,23.1,147.48,14.2
2024-12-23 06:00:00+00:00,23.08,148.22,14.15
2024-12-23 07:00:00+00:00,22.8,147.25,14.02
2024-12-23 08:00:00+00:00,22.36,144.48,13.72
2024-12-23 09:00:00+00:00,22.51,144.42,13.78
2024-12-23 10:00:00+00:00,22.85,146.74,14.0
2024-12-23 11:00:00+00:00,23.08,148.01,14.03
2024-12-23 12:00:00+00:00,23.06,147.72,13.92
2024-12-23 13:00:00+00:00,23.11,147.34,13.81
2024-12-23 14:00:00+00:00,23.08,147.37,13.86
2024-12-23 15:00:00+00:00,22.6,144.78,13.52
2024-12-23 16:00:00+00:00,22.162032843,143.196673889,13.508978471
2024-12-23 17:00:00+00:00,22.999827577,148.670759987,13.883603817
2024-12-23 18:00:00+00:00,22.598208197,146.770431652,13.541444424
2024-12-23 19:00:00+00:00,22.310127181,146.393380808,13.487293285
